day,station,code,min_delay,min_gap,bound,line,vehicle,day_month,month,hour,min,at_station,day_indexed,code_indexed,bound_indexed,line_indexed,station_indexed,station_w2v,features,scaled_features,station_w2v_vector,features_w2v,scaled_features_w2v
Monday,coxwell station,MUDD,12,18,E,BD,5012,16,1,1,44,1,4.0,13.0,3.0,1.0,21.0,"[0, 0, 28, 1]","[18.0,5012.0,16.0,1.0,1.0,44.0,1.0,4.0,13.0,3.0,1.0,21.0]","[0.45,0.8102166181700615,0.7142857142857142,0.5,0.043478260869565216,0.7457627118644068,0.5,0.6666666666666666,0.08441558441558442,0.75,0.3333333333333333,0.28378378378378377]","[0.0,0.0,28.0,1.0]","[0.0,0.0,28.0,1.0,18.0,5012.0,16.0,1.0,1.0,44.0,1.0,4.0,13.0,3.0,1.0]","[0.0,0.0,0.3246753246753247,0.5,0.45,0.8102166181700615,0.7142857142857142,0.5,0.043478260869565216,0.7457627118644068,0.5,0.6666666666666666,0.08441558441558442,0.75,0.3333333333333333]"
Monday,bessarion station,TUMVS,5,10,E,SHP,6151,16,1,14,39,1,4.0,18.0,3.0,3.0,72.0,"[0, 0, 80, 1]","[10.0,6151.0,16.0,1.0,14.0,39.0,1.0,4.0,18.0,3.0,3.0,72.0]","[0.25,0.9943420627222762,0.7142857142857142,0.5,0.6086956521739131,0.6610169491525424,0.5,0.6666666666666666,0.1168831168831169,0.75,1.0,0.972972972972973]","[0.0,0.0,80.0,1.0]","[0.0,0.0,80.0,1.0,10.0,6151.0,16.0,1.0,14.0,39.0,1.0,4.0,18.0,3.0,3.0]","[0.0,0.0,1.0,0.5,0.25,0.9943420627222762,0.7142857142857142,0.5,0.6086956521739131,0.6610169491525424,0.5,0.6666666666666666,0.1168831168831169,0.75,1.0]"
Tuesday,vaughan mc station,MUO,3,5,S,YU,6091,17,1,7,51,1,2.0,11.0,0.0,0.0,10.0,"[0, 20, 21, 1]","[5.0,6091.0,17.0,1.0,7.0,51.0,1.0,2.0,11.0,0.0,0.0,10.0]","[0.125,0.9846427416747495,0.7619047619047619,0.5,0.30434782608695654,0.864406779661017,0.5,0.3333333333333333,0.07142857142857144,0.0,0.0,0.13513513513513514]","[0.0,20.0,21.0,1.0]","[0.0,20.0,21.0,1.0,5.0,6091.0,17.0,1.0,7.0,51.0,1.0,2.0,11.0,0.0,0.0]","[0.0,0.24390243902439024,0.2337662337662338,0.5,0.125,0.9846427416747495,0.7619047619047619,0.5,0.30434782608695654,0.864406779661017,0.5,0.3333333333333333,0.07142857142857144,0.0,0.0]"
Tuesday,eglinton west station,SUDP,9,12,N,YU,5646,17,1,9,55,1,2.0,0.0,1.0,0.0,35.0,"[0, 7, 3, 1]","[12.0,5646.0,17.0,1.0,9.0,55.0,1.0,2.0,0.0,1.0,0.0,35.0]","[0.30000000000000004,0.91270611057226,0.7619047619047619,0.5,0.3913043478260869,0.9322033898305084,0.5,0.3333333333333333,0.0,0.25,0.0,0.472972972972973]","[0.0,7.0,3.0,1.0]","[0.0,7.0,3.0,1.0,12.0,5646.0,17.0,1.0,9.0,55.0,1.0,2.0,0.0,1.0,0.0]","[0.0,0.08536585365853659,0.0,0.5,0.30000000000000004,0.91270611057226,0.7619047619047619,0.5,0.3913043478260869,0.9322033898305084,0.5,0.3333333333333333,0.0,0.25,0.0]"
Tuesday,vaughan mc station,SUO,3,6,S,YU,5436,17,1,13,50,1,2.0,3.0,0.0,0.0,10.0,"[0, 20, 21, 1]","[6.0,5436.0,17.0,1.0,13.0,50.0,1.0,2.0,3.0,0.0,0.0,10.0]","[0.15000000000000002,0.8787584869059166,0.7619047619047619,0.5,0.5652173913043478,0.847457627118644,0.5,0.3333333333333333,0.01948051948051948,0.0,0.0,0.13513513513513514]","[0.0,20.0,21.0,1.0]","[0.0,20.0,21.0,1.0,6.0,5436.0,17.0,1.0,13.0,50.0,1.0,2.0,3.0,0.0,0.0]","[0.0,0.24390243902439024,0.2337662337662338,0.5,0.15000000000000002,0.8787584869059166,0.7619047619047619,0.5,0.5652173913043478,0.847457627118644,0.5,0.3333333333333333,0.01948051948051948,0.0,0.0]"
Tuesday,queens park station,TUO,15,18,S,YU,5926,17,1,14,10,1,2.0,9.0,0.0,0.0,52.0,"[0, 58, 11, 1]","[18.0,5926.0,17.0,1.0,14.0,10.0,1.0,2.0,9.0,0.0,0.0,52.0]","[0.45,0.9579696087940511,0.7619047619047619,0.5,0.6086956521739131,0.1694915254237288,0.5,0.3333333333333333,0.05844155844155845,0.0,0.0,0.7027027027027027]","[0.0,58.0,11.0,1.0]","[0.0,58.0,11.0,1.0,18.0,5926.0,17.0,1.0,14.0,10.0,1.0,2.0,9.0,0.0,0.0]","[0.0,0.7073170731707318,0.1038961038961039,0.5,0.45,0.9579696087940511,0.7619047619047619,0.5,0.6086956521739131,0.1694915254237288,0.5,0.3333333333333333,0.05844155844155845,0.0,0.0]"
Tuesday,highway 407 station,TUO,7,10,N,YU,5476,17,1,14,42,1,2.0,9.0,1.0,0.0,49.0,"[0, 54, 55, 1]","[10.0,5476.0,17.0,1.0,14.0,42.0,1.0,2.0,9.0,1.0,0.0,49.0]","[0.25,0.8852247009376011,0.7619047619047619,0.5,0.6086956521739131,0.711864406779661,0.5,0.3333333333333333,0.05844155844155845,0.25,0.0,0.6621621621621622]","[0.0,54.0,55.0,1.0]","[0.0,54.0,55.0,1.0,10.0,5476.0,17.0,1.0,14.0,42.0,1.0,2.0,9.0,1.0,0.0]","[0.0,0.6585365853658537,0.6753246753246753,0.5,0.25,0.8852247009376011,0.7619047619047619,0.5,0.6086956521739131,0.711864406779661,0.5,0.3333333333333333,0.05844155844155845,0.25,0.0]"
Tuesday,wilson station,MUATC,4,6,S,YU,5596,17,1,15,49,1,2.0,6.0,0.0,0.0,6.0,"[0, 0, 17, 1]","[6.0,5596.0,17.0,1.0,15.0,49.0,1.0,2.0,6.0,0.0,0.0,6.0]","[0.15000000000000002,0.9046233430326545,0.7619047619047619,0.5,0.6521739130434783,0.8305084745762712,0.5,0.3333333333333333,0.03896103896103896,0.0,0.0,0.08108108108108109]","[0.0,0.0,17.0,1.0]","[0.0,0.0,17.0,1.0,6.0,5596.0,17.0,1.0,15.0,49.0,1.0,2.0,6.0,0.0,0.0]","[0.0,0.0,0.18181818181818182,0.5,0.15000000000000002,0.9046233430326545,0.7619047619047619,0.5,0.6521739130434783,0.8305084745762712,0.5,0.3333333333333333,0.03896103896103896,0.0,0.0]"
Tuesday,wilson station,TUNIP,3,6,S,YU,6036,17,1,16,45,1,2.0,17.0,0.0,0.0,6.0,"[0, 0, 17, 1]","[6.0,6036.0,17.0,1.0,16.0,45.0,1.0,2.0,17.0,0.0,0.0,6.0]","[0.15000000000000002,0.9757516973811834,0.7619047619047619,0.5,0.6956521739130435,0.7627118644067796,0.5,0.3333333333333333,0.1103896103896104,0.0,0.0,0.08108108108108109]","[0.0,0.0,17.0,1.0]","[0.0,0.0,17.0,1.0,6.0,6036.0,17.0,1.0,16.0,45.0,1.0,2.0,17.0,0.0,0.0]","[0.0,0.0,0.18181818181818182,0.5,0.15000000000000002,0.9757516973811834,0.7619047619047619,0.5,0.6956521739130435,0.7627118644067796,0.5,0.3333333333333333,0.1103896103896104,0.0,0.0]"
Tuesday,st george station,MUIS,6,9,N,YU,5996,17,1,17,12,1,2.0,44.0,1.0,0.0,4.0,"[0, 2, 15, 1]","[9.0,5996.0,17.0,1.0,17.0,12.0,1.0,2.0,44.0,1.0,0.0,4.0]","[0.225,0.9692854833494989,0.7619047619047619,0.5,0.7391304347826086,0.2033898305084746,0.5,0.3333333333333333,0.28571428571428575,0.25,0.0,0.05405405405405406]","[0.0,2.0,15.0,1.0]","[0.0,2.0,15.0,1.0,9.0,5996.0,17.0,1.0,17.0,12.0,1.0,2.0,44.0,1.0,0.0]","[0.0,0.024390243902439025,0.15584415584415584,0.5,0.225,0.9692854833494989,0.7619047619047619,0.5,0.7391304347826086,0.2033898305084746,0.5,0.3333333333333333,0.28571428571428575,0.25,0.0]"
Tuesday,dundas station,MUATC,7,9,N,YU,5956,17,1,17,49,1,2.0,6.0,1.0,0.0,9.0,"[0, 0, 16, 1]","[9.0,5956.0,17.0,1.0,17.0,49.0,1.0,2.0,6.0,1.0,0.0,9.0]","[0.225,0.9628192693178145,0.7619047619047619,0.5,0.7391304347826086,0.8305084745762712,0.5,0.3333333333333333,0.03896103896103896,0.25,0.0,0.12162162162162163]","[0.0,0.0,16.0,1.0]","[0.0,0.0,16.0,1.0,9.0,5956.0,17.0,1.0,17.0,49.0,1.0,2.0,6.0,1.0,0.0]","[0.0,0.0,0.16883116883116883,0.5,0.225,0.9628192693178145,0.7619047619047619,0.5,0.7391304347826086,0.8305084745762712,0.5,0.3333333333333333,0.03896103896103896,0.25,0.0]"
Tuesday,bathurst station,EUPI,9,12,E,BD,5206,17,1,18,6,1,2.0,47.0,3.0,1.0,46.0,"[0, 0, 51, 1]","[12.0,5206.0,17.0,1.0,18.0,6.0,1.0,2.0,47.0,3.0,1.0,46.0]","[0.30000000000000004,0.8415777562237311,0.7619047619047619,0.5,0.7826086956521738,0.1016949152542373,0.5,0.3333333333333333,0.30519480519480524,0.75,0.3333333333333333,0.6216216216216217]","[0.0,0.0,51.0,1.0]","[0.0,0.0,51.0,1.0,12.0,5206.0,17.0,1.0,18.0,6.0,1.0,2.0,47.0,3.0,1.0]","[0.0,0.0,0.6233766233766234,0.5,0.30000000000000004,0.8415777562237311,0.7619047619047619,0.5,0.7826086956521738,0.1016949152542373,0.5,0.3333333333333333,0.30519480519480524,0.75,0.3333333333333333]"
Tuesday,wilson station,MUATC,9,12,S,YU,5945,17,1,18,54,1,2.0,6.0,0.0,0.0,6.0,"[0, 0, 17, 1]","[12.0,5945.0,17.0,1.0,18.0,54.0,1.0,2.0,6.0,0.0,0.0,6.0]","[0.30000000000000004,0.9610410604591013,0.7619047619047619,0.5,0.7826086956521738,0.9152542372881356,0.5,0.3333333333333333,0.03896103896103896,0.0,0.0,0.08108108108108109]","[0.0,0.0,17.0,1.0]","[0.0,0.0,17.0,1.0,12.0,5945.0,17.0,1.0,18.0,54.0,1.0,2.0,6.0,0.0,0.0]","[0.0,0.0,0.18181818181818182,0.5,0.30000000000000004,0.9610410604591013,0.7619047619047619,0.5,0.7826086956521738,0.9152542372881356,0.5,0.3333333333333333,0.03896103896103896,0.0,0.0]"
Tuesday,queens park station,SUDP,7,10,N,YU,6016,17,1,19,10,1,2.0,0.0,1.0,0.0,52.0,"[0, 58, 11, 1]","[10.0,6016.0,17.0,1.0,19.0,10.0,1.0,2.0,0.0,1.0,0.0,52.0]","[0.25,0.9725185903653412,0.7619047619047619,0.5,0.8260869565217391,0.1694915254237288,0.5,0.3333333333333333,0.0,0.25,0.0,0.7027027027027027]","[0.0,58.0,11.0,1.0]","[0.0,58.0,11.0,1.0,10.0,6016.0,17.0,1.0,19.0,10.0,1.0,2.0,0.0,1.0,0.0]","[0.0,0.7073170731707318,0.1038961038961039,0.5,0.25,0.9725185903653412,0.7619047619047619,0.5,0.8260869565217391,0.1694915254237288,0.5,0.3333333333333333,0.0,0.25,0.0]"
Tuesday,dundas station,SUDP,19,22,N,YU,5911,17,1,20,31,1,2.0,0.0,1.0,0.0,9.0,"[0, 0, 16, 1]","[22.0,5911.0,17.0,1.0,20.0,31.0,1.0,2.0,0.0,1.0,0.0,9.0]","[0.55,0.9555447785321695,0.7619047619047619,0.5,0.8695652173913043,0.5254237288135594,0.5,0.3333333333333333,0.0,0.25,0.0,0.12162162162162163]","[0.0,0.0,16.0,1.0]","[0.0,0.0,16.0,1.0,22.0,5911.0,17.0,1.0,20.0,31.0,1.0,2.0,0.0,1.0,0.0]","[0.0,0.0,0.16883116883116883,0.5,0.55,0.9555447785321695,0.7619047619047619,0.5,0.8695652173913043,0.5254237288135594,0.5,0.3333333333333333,0.0,0.25,0.0]"
Tuesday,spadina station,SUUT,6,10,E,BD,5052,17,1,22,43,1,2.0,5.0,3.0,1.0,8.0,"[0, 0, 19, 1]","[10.0,5052.0,17.0,1.0,22.0,43.0,1.0,2.0,5.0,3.0,1.0,8.0]","[0.25,0.816682832201746,0.7619047619047619,0.5,0.9565217391304348,0.7288135593220338,0.5,0.3333333333333333,0.03246753246753247,0.75,0.3333333333333333,0.10810810810810811]","[0.0,0.0,19.0,1.0]","[0.0,0.0,19.0,1.0,10.0,5052.0,17.0,1.0,22.0,43.0,1.0,2.0,5.0,3.0,1.0]","[0.0,0.0,0.2077922077922078,0.5,0.25,0.816682832201746,0.7619047619047619,0.5,0.9565217391304348,0.7288135593220338,0.5,0.3333333333333333,0.03246753246753247,0.75,0.3333333333333333]"
Tuesday,kipling station,MUSAN,4,8,E,BD,5300,17,1,23,17,1,2.0,7.0,3.0,1.0,2.0,"[0, 0, 12, 1]","[8.0,5300.0,17.0,1.0,23.0,17.0,1.0,2.0,7.0,3.0,1.0,2.0]","[0.2,0.8567733591981895,0.7619047619047619,0.5,1.0,0.288135593220339,0.5,0.3333333333333333,0.045454545454545456,0.75,0.3333333333333333,0.02702702702702703]","[0.0,0.0,12.0,1.0]","[0.0,0.0,12.0,1.0,8.0,5300.0,17.0,1.0,23.0,17.0,1.0,2.0,7.0,3.0,1.0]","[0.0,0.0,0.1168831168831169,0.5,0.2,0.8567733591981895,0.7619047619047619,0.5,1.0,0.288135593220339,0.5,0.3333333333333333,0.045454545454545456,0.75,0.3333333333333333]"
Tuesday,lawrence station,MUPLB,30,35,S,YU,5976,17,1,23,28,1,2.0,26.0,0.0,0.0,16.0,"[0, 0, 13, 1]","[35.0,5976.0,17.0,1.0,23.0,28.0,1.0,2.0,26.0,0.0,0.0,16.0]","[0.875,0.9660523763336567,0.7619047619047619,0.5,1.0,0.4745762711864407,0.5,0.3333333333333333,0.16883116883116883,0.0,0.0,0.21621621621621623]","[0.0,0.0,13.0,1.0]","[0.0,0.0,13.0,1.0,35.0,5976.0,17.0,1.0,23.0,28.0,1.0,2.0,26.0,0.0,0.0]","[0.0,0.0,0.12987012987012989,0.5,0.875,0.9660523763336567,0.7619047619047619,0.5,1.0,0.4745762711864407,0.5,0.3333333333333333,0.16883116883116883,0.0,0.0]"
Tuesday,wellesley station,SUDP,9,14,S,YU,5666,17,1,23,44,1,2.0,0.0,0.0,0.0,22.0,"[0, 0, 29, 1]","[14.0,5666.0,17.0,1.0,23.0,44.0,1.0,2.0,0.0,0.0,0.0,22.0]","[0.35000000000000003,0.9159392175881023,0.7619047619047619,0.5,1.0,0.7457627118644068,0.5,0.3333333333333333,0.0,0.0,0.0,0.2972972972972973]","[0.0,0.0,29.0,1.0]","[0.0,0.0,29.0,1.0,14.0,5666.0,17.0,1.0,23.0,44.0,1.0,2.0,0.0,0.0,0.0]","[0.0,0.0,0.33766233766233766,0.5,0.35000000000000003,0.9159392175881023,0.7619047619047619,0.5,1.0,0.7457627118644068,0.5,0.3333333333333333,0.0,0.0,0.0]"
Wednesday,davisville station,MUSAN,3,6,S,YU,5696,18,1,6,45,1,1.0,7.0,0.0,0.0,11.0,"[0, 0, 22, 1]","[6.0,5696.0,18.0,1.0,6.0,45.0,1.0,1.0,7.0,0.0,0.0,11.0]","[0.15000000000000002,0.9207888781118656,0.8095238095238095,0.5,0.2608695652173913,0.7627118644067796,0.5,0.16666666666666666,0.045454545454545456,0.0,0.0,0.14864864864864866]","[0.0,0.0,22.0,1.0]","[0.0,0.0,22.0,1.0,6.0,5696.0,18.0,1.0,6.0,45.0,1.0,1.0,7.0,0.0,0.0]","[0.0,0.0,0.24675324675324678,0.5,0.15000000000000002,0.9207888781118656,0.8095238095238095,0.5,0.2608695652173913,0.7627118644067796,0.5,0.16666666666666666,0.045454545454545456,0.0,0.0]"
Wednesday,woodbine station,MUI,3,6,W,BD,5223,18,1,7,20,1,1.0,8.0,2.0,1.0,60.0,"[0, 0, 66, 1]","[6.0,5223.0,18.0,1.0,7.0,20.0,1.0,1.0,8.0,2.0,1.0,60.0]","[0.15000000000000002,0.844325897187197,0.8095238095238095,0.5,0.30434782608695654,0.3389830508474576,0.5,0.16666666666666666,0.05194805194805195,0.5,0.3333333333333333,0.8108108108108109]","[0.0,0.0,66.0,1.0]","[0.0,0.0,66.0,1.0,6.0,5223.0,18.0,1.0,7.0,20.0,1.0,1.0,8.0,2.0,1.0]","[0.0,0.0,0.8181818181818182,0.5,0.15000000000000002,0.844325897187197,0.8095238095238095,0.5,0.30434782608695654,0.3389830508474576,0.5,0.16666666666666666,0.05194805194805195,0.5,0.3333333333333333]"
Wednesday,rosedale station,PUOPO,5,8,S,YU,5521,18,1,12,16,1,1.0,2.0,0.0,0.0,24.0,"[0, 0, 31, 1]","[8.0,5521.0,18.0,1.0,12.0,16.0,1.0,1.0,2.0,0.0,0.0,24.0]","[0.2,0.8924991917232461,0.8095238095238095,0.5,0.5217391304347826,0.2711864406779661,0.5,0.16666666666666666,0.012987012987012988,0.0,0.0,0.32432432432432434]","[0.0,0.0,31.0,1.0]","[0.0,0.0,31.0,1.0,8.0,5521.0,18.0,1.0,12.0,16.0,1.0,1.0,2.0,0.0,0.0]","[0.0,0.0,0.36363636363636365,0.5,0.2,0.8924991917232461,0.8095238095238095,0.5,0.5217391304347826,0.2711864406779661,0.5,0.16666666666666666,0.012987012987012988,0.0,0.0]"
Wednesday,dupont station,EUVA,3,6,S,YU,5986,18,1,12,21,1,1.0,72.0,0.0,0.0,54.0,"[0, 0, 61, 1]","[6.0,5986.0,18.0,1.0,12.0,21.0,1.0,1.0,72.0,0.0,0.0,54.0]","[0.15000000000000002,0.9676689298415778,0.8095238095238095,0.5,0.5217391304347826,0.3559322033898305,0.5,0.16666666666666666,0.4675324675324676,0.0,0.0,0.7297297297297298]","[0.0,0.0,61.0,1.0]","[0.0,0.0,61.0,1.0,6.0,5986.0,18.0,1.0,12.0,21.0,1.0,1.0,72.0,0.0,0.0]","[0.0,0.0,0.7532467532467533,0.5,0.15000000000000002,0.9676689298415778,0.8095238095238095,0.5,0.5217391304347826,0.3559322033898305,0.5,0.16666666666666666,0.4675324675324676,0.0,0.0]"
Wednesday,wellesley station,MUPR1,3,6,S,YU,6091,18,1,12,38,1,1.0,58.0,0.0,0.0,22.0,"[0, 0, 29, 1]","[6.0,6091.0,18.0,1.0,12.0,38.0,1.0,1.0,58.0,0.0,0.0,22.0]","[0.15000000000000002,0.9846427416747495,0.8095238095238095,0.5,0.5217391304347826,0.6440677966101694,0.5,0.16666666666666666,0.37662337662337664,0.0,0.0,0.2972972972972973]","[0.0,0.0,29.0,1.0]","[0.0,0.0,29.0,1.0,6.0,6091.0,18.0,1.0,12.0,38.0,1.0,1.0,58.0,0.0,0.0]","[0.0,0.0,0.33766233766233766,0.5,0.15000000000000002,0.9846427416747495,0.8095238095238095,0.5,0.5217391304347826,0.6440677966101694,0.5,0.16666666666666666,0.37662337662337664,0.0,0.0]"
Wednesday,lawrence station,MUATC,10,13,S,YU,5561,18,1,12,45,1,1.0,6.0,0.0,0.0,16.0,"[0, 0, 13, 1]","[13.0,5561.0,18.0,1.0,12.0,45.0,1.0,1.0,6.0,0.0,0.0,16.0]","[0.325,0.8989654057549306,0.8095238095238095,0.5,0.5217391304347826,0.7627118644067796,0.5,0.16666666666666666,0.03896103896103896,0.0,0.0,0.21621621621621623]","[0.0,0.0,13.0,1.0]","[0.0,0.0,13.0,1.0,13.0,5561.0,18.0,1.0,12.0,45.0,1.0,1.0,6.0,0.0,0.0]","[0.0,0.0,0.12987012987012989,0.5,0.325,0.8989654057549306,0.8095238095238095,0.5,0.5217391304347826,0.7627118644067796,0.5,0.16666666666666666,0.03896103896103896,0.0,0.0]"
Wednesday,sheppard west station,MUATC,3,6,N,YU,5676,18,1,13,42,1,1.0,6.0,1.0,0.0,20.0,"[0, 9, 3, 1]","[6.0,5676.0,18.0,1.0,13.0,42.0,1.0,1.0,6.0,1.0,0.0,20.0]","[0.15000000000000002,0.9175557710960234,0.8095238095238095,0.5,0.5652173913043478,0.711864406779661,0.5,0.16666666666666666,0.03896103896103896,0.25,0.0,0.2702702702702703]","[0.0,9.0,3.0,1.0]","[0.0,9.0,3.0,1.0,6.0,5676.0,18.0,1.0,13.0,42.0,1.0,1.0,6.0,1.0,0.0]","[0.0,0.10975609756097561,0.0,0.5,0.15000000000000002,0.9175557710960234,0.8095238095238095,0.5,0.5652173913043478,0.711864406779661,0.5,0.16666666666666666,0.03896103896103896,0.25,0.0]"
Wednesday,college station,PUOPO,3,6,S,YU,5991,18,1,14,46,1,1.0,2.0,0.0,0.0,15.0,"[0, 0, 25, 1]","[6.0,5991.0,18.0,1.0,14.0,46.0,1.0,1.0,2.0,0.0,0.0,15.0]","[0.15000000000000002,0.9684772065955384,0.8095238095238095,0.5,0.6086956521739131,0.7796610169491526,0.5,0.16666666666666666,0.012987012987012988,0.0,0.0,0.20270270270270271]","[0.0,0.0,25.0,1.0]","[0.0,0.0,25.0,1.0,6.0,5991.0,18.0,1.0,14.0,46.0,1.0,1.0,2.0,0.0,0.0]","[0.0,0.0,0.28571428571428575,0.5,0.15000000000000002,0.9684772065955384,0.8095238095238095,0.5,0.6086956521739131,0.7796610169491526,0.5,0.16666666666666666,0.012987012987012988,0.0,0.0]"
Wednesday,old mill station,SUUT,15,18,W,BD,5191,18,1,15,46,1,1.0,5.0,2.0,1.0,62.0,"[0, 68, 69, 1]","[18.0,5191.0,18.0,1.0,15.0,46.0,1.0,1.0,5.0,2.0,1.0,62.0]","[0.45,0.8391529259618494,0.8095238095238095,0.5,0.6521739130434783,0.7796610169491526,0.5,0.16666666666666666,0.03246753246753247,0.5,0.3333333333333333,0.8378378378378379]","[0.0,68.0,69.0,1.0]","[0.0,68.0,69.0,1.0,18.0,5191.0,18.0,1.0,15.0,46.0,1.0,1.0,5.0,2.0,1.0]","[0.0,0.8292682926829269,0.8571428571428572,0.5,0.45,0.8391529259618494,0.8095238095238095,0.5,0.6521739130434783,0.7796610169491526,0.5,0.16666666666666666,0.03246753246753247,0.5,0.3333333333333333]"
Wednesday,st george station,SUDP,4,6,N,YU,5886,18,1,19,4,1,1.0,0.0,1.0,0.0,4.0,"[0, 2, 15, 1]","[6.0,5886.0,18.0,1.0,19.0,4.0,1.0,1.0,0.0,1.0,0.0,4.0]","[0.15000000000000002,0.9515033947623667,0.8095238095238095,0.5,0.8260869565217391,0.06779661016949153,0.5,0.16666666666666666,0.0,0.25,0.0,0.05405405405405406]","[0.0,2.0,15.0,1.0]","[0.0,2.0,15.0,1.0,6.0,5886.0,18.0,1.0,19.0,4.0,1.0,1.0,0.0,1.0,0.0]","[0.0,0.024390243902439025,0.15584415584415584,0.5,0.15000000000000002,0.9515033947623667,0.8095238095238095,0.5,0.8260869565217391,0.06779661016949153,0.5,0.16666666666666666,0.0,0.25,0.0]"
Wednesday,chester station,SUDP,5,9,E,BD,5038,18,1,19,17,1,1.0,0.0,3.0,1.0,55.0,"[0, 0, 63, 1]","[9.0,5038.0,18.0,1.0,19.0,17.0,1.0,1.0,0.0,3.0,1.0,55.0]","[0.225,0.8144196572906564,0.8095238095238095,0.5,0.8260869565217391,0.288135593220339,0.5,0.16666666666666666,0.0,0.75,0.3333333333333333,0.7432432432432433]","[0.0,0.0,63.0,1.0]","[0.0,0.0,63.0,1.0,9.0,5038.0,18.0,1.0,19.0,17.0,1.0,1.0,0.0,3.0,1.0]","[0.0,0.0,0.7792207792207793,0.5,0.225,0.8144196572906564,0.8095238095238095,0.5,0.8260869565217391,0.288135593220339,0.5,0.16666666666666666,0.0,0.75,0.3333333333333333]"
Wednesday,christie station,SUAP,4,8,W,BD,5077,18,1,19,56,1,1.0,12.0,2.0,1.0,53.0,"[0, 0, 60, 1]","[8.0,5077.0,18.0,1.0,19.0,56.0,1.0,1.0,12.0,2.0,1.0,53.0]","[0.2,0.8207242159715488,0.8095238095238095,0.5,0.8260869565217391,0.9491525423728814,0.5,0.16666666666666666,0.07792207792207792,0.5,0.3333333333333333,0.7162162162162162]","[0.0,0.0,60.0,1.0]","[0.0,0.0,60.0,1.0,8.0,5077.0,18.0,1.0,19.0,56.0,1.0,1.0,12.0,2.0,1.0]","[0.0,0.0,0.7402597402597403,0.5,0.2,0.8207242159715488,0.8095238095238095,0.5,0.8260869565217391,0.9491525423728814,0.5,0.16666666666666666,0.07792207792207792,0.5,0.3333333333333333]"
Wednesday,kennedy station,MUTO,4,8,W,BD,5058,18,1,20,1,1,1.0,15.0,2.0,1.0,1.0,"[0, 0, 6, 1]","[8.0,5058.0,18.0,1.0,20.0,1.0,1.0,1.0,15.0,2.0,1.0,1.0]","[0.2,0.8176527643064986,0.8095238095238095,0.5,0.8695652173913043,0.01694915254237288,0.5,0.16666666666666666,0.09740259740259741,0.5,0.3333333333333333,0.013513513513513514]","[0.0,0.0,6.0,1.0]","[0.0,0.0,6.0,1.0,8.0,5058.0,18.0,1.0,20.0,1.0,1.0,1.0,15.0,2.0,1.0]","[0.0,0.0,0.03896103896103896,0.5,0.2,0.8176527643064986,0.8095238095238095,0.5,0.8695652173913043,0.01694915254237288,0.5,0.16666666666666666,0.09740259740259741,0.5,0.3333333333333333]"
Wednesday,kennedy station,MUTO,4,8,unknown,BD,0,18,1,23,1,1,1.0,15.0,4.0,1.0,1.0,"[0, 0, 6, 1]","[8.0,0.0,18.0,1.0,23.0,1.0,1.0,1.0,15.0,4.0,1.0,1.0]","[0.2,0.0,0.8095238095238095,0.5,1.0,0.01694915254237288,0.5,0.16666666666666666,0.09740259740259741,1.0,0.3333333333333333,0.013513513513513514]","[0.0,0.0,6.0,1.0]","[0.0,0.0,6.0,1.0,8.0,0.0,18.0,1.0,23.0,1.0,1.0,1.0,15.0,4.0,1.0]","[0.0,0.0,0.03896103896103896,0.5,0.2,0.0,0.8095238095238095,0.5,1.0,0.01694915254237288,0.5,0.16666666666666666,0.09740259740259741,1.0,0.3333333333333333]"
Wednesday,eglinton station,SUDP,16,21,N,YU,5686,18,1,0,13,1,1.0,0.0,1.0,0.0,3.0,"[0, 0, 7, 1]","[21.0,5686.0,18.0,1.0,0.0,13.0,1.0,1.0,0.0,1.0,0.0,3.0]","[0.525,0.9191723246039445,0.8095238095238095,0.5,0.0,0.22033898305084745,0.5,0.16666666666666666,0.0,0.25,0.0,0.04054054054054054]","[0.0,0.0,7.0,1.0]","[0.0,0.0,7.0,1.0,21.0,5686.0,18.0,1.0,0.0,13.0,1.0,1.0,0.0,1.0,0.0]","[0.0,0.0,0.05194805194805195,0.5,0.525,0.9191723246039445,0.8095238095238095,0.5,0.0,0.22033898305084745,0.5,0.16666666666666666,0.0,0.25,0.0]"
Wednesday,victoria park station,SUO,4,8,W,BD,5122,18,1,0,16,1,1.0,3.0,2.0,1.0,26.0,"[0, 33, 11, 1]","[8.0,5122.0,18.0,1.0,0.0,16.0,1.0,1.0,3.0,2.0,1.0,26.0]","[0.2,0.8279987067571937,0.8095238095238095,0.5,0.0,0.2711864406779661,0.5,0.16666666666666666,0.01948051948051948,0.5,0.3333333333333333,0.35135135135135137]","[0.0,33.0,11.0,1.0]","[0.0,33.0,11.0,1.0,8.0,5122.0,18.0,1.0,0.0,16.0,1.0,1.0,3.0,2.0,1.0]","[0.0,0.4024390243902439,0.1038961038961039,0.5,0.2,0.8279987067571937,0.8095238095238095,0.5,0.0,0.2711864406779661,0.5,0.16666666666666666,0.01948051948051948,0.5,0.3333333333333333]"
