day,station,code,min_delay,min_gap,bound,line,vehicle,day_month,month,hour,min,at_station,day_indexed,code_indexed,bound_indexed,line_indexed,station_indexed,station_w2v,features,scaled_features,station_w2v_vector,features_w2v,scaled_features_w2v
Friday,sheppard west station,SUUT,4,7,N,YU,5541,6,1,19,52,1,3.0,5.0,1.0,0.0,20.0,"[0, 9, 3, 1]","[7.0,5541.0,6.0,1.0,19.0,52.0,1.0,3.0,5.0,1.0,0.0,20.0]","[0.17500000000000002,0.8957322987390883,0.23809523809523808,0.5,0.8260869565217391,0.8813559322033898,0.5,0.5,0.03246753246753247,0.25,0.0,0.2702702702702703]","[0.0,9.0,3.0,1.0]","[0.0,9.0,3.0,1.0,7.0,5541.0,6.0,1.0,19.0,52.0,1.0,3.0,5.0,1.0,0.0]","[0.0,0.10975609756097561,0.0,0.5,0.17500000000000002,0.8957322987390883,0.23809523809523808,0.5,0.8260869565217391,0.8813559322033898,0.5,0.5,0.03246753246753247,0.25,0.0]"
Friday,osgoode station,MUATC,9,12,S,YU,5606,6,1,19,57,1,3.0,6.0,0.0,0.0,50.0,"[0, 0, 57, 1]","[12.0,5606.0,6.0,1.0,19.0,57.0,1.0,3.0,6.0,0.0,0.0,50.0]","[0.30000000000000004,0.9062398965405756,0.23809523809523808,0.5,0.8260869565217391,0.9661016949152542,0.5,0.5,0.03896103896103896,0.0,0.0,0.6756756756756757]","[0.0,0.0,57.0,1.0]","[0.0,0.0,57.0,1.0,12.0,5606.0,6.0,1.0,19.0,57.0,1.0,3.0,6.0,0.0,0.0]","[0.0,0.0,0.7012987012987013,0.5,0.30000000000000004,0.9062398965405756,0.23809523809523808,0.5,0.8260869565217391,0.9661016949152542,0.5,0.5,0.03896103896103896,0.0,0.0]"
Friday,keele station,SUO,7,11,W,BD,5313,6,1,22,28,1,3.0,3.0,2.0,1.0,13.0,"[0, 0, 24, 1]","[11.0,5313.0,6.0,1.0,22.0,28.0,1.0,3.0,3.0,2.0,1.0,13.0]","[0.275,0.858874878758487,0.23809523809523808,0.5,0.9565217391304348,0.4745762711864407,0.5,0.5,0.01948051948051948,0.5,0.3333333333333333,0.17567567567567569]","[0.0,0.0,24.0,1.0]","[0.0,0.0,24.0,1.0,11.0,5313.0,6.0,1.0,22.0,28.0,1.0,3.0,3.0,2.0,1.0]","[0.0,0.0,0.27272727272727276,0.5,0.275,0.858874878758487,0.23809523809523808,0.5,0.9565217391304348,0.4745762711864407,0.5,0.5,0.01948051948051948,0.5,0.3333333333333333]"
Saturday,queen station,SUDP,19,25,S,YU,5436,7,1,6,2,1,5.0,0.0,0.0,0.0,25.0,"[0, 0, 32, 1]","[25.0,5436.0,7.0,1.0,6.0,2.0,1.0,5.0,0.0,0.0,0.0,25.0]","[0.625,0.8787584869059166,0.2857142857142857,0.5,0.2608695652173913,0.03389830508474576,0.5,0.8333333333333333,0.0,0.0,0.0,0.33783783783783783]","[0.0,0.0,32.0,1.0]","[0.0,0.0,32.0,1.0,25.0,5436.0,7.0,1.0,6.0,2.0,1.0,5.0,0.0,0.0,0.0]","[0.0,0.0,0.37662337662337664,0.5,0.625,0.8787584869059166,0.2857142857142857,0.5,0.2608695652173913,0.03389830508474576,0.5,0.8333333333333333,0.0,0.0,0.0]"
Saturday,kennedy station,MUI,5,10,W,BD,5084,7,1,9,8,1,5.0,8.0,2.0,1.0,1.0,"[0, 0, 6, 1]","[10.0,5084.0,7.0,1.0,9.0,8.0,1.0,5.0,8.0,2.0,1.0,1.0]","[0.25,0.8218558034270935,0.2857142857142857,0.5,0.3913043478260869,0.13559322033898305,0.5,0.8333333333333333,0.05194805194805195,0.5,0.3333333333333333,0.013513513513513514]","[0.0,0.0,6.0,1.0]","[0.0,0.0,6.0,1.0,10.0,5084.0,7.0,1.0,9.0,8.0,1.0,5.0,8.0,2.0,1.0]","[0.0,0.0,0.03896103896103896,0.5,0.25,0.8218558034270935,0.2857142857142857,0.5,0.3913043478260869,0.13559322033898305,0.5,0.8333333333333333,0.05194805194805195,0.5,0.3333333333333333]"
Saturday,finch station,MUPAA,6,12,S,YU,5981,7,1,9,33,1,5.0,1.0,0.0,0.0,5.0,"[0, 0, 10, 1]","[12.0,5981.0,7.0,1.0,9.0,33.0,1.0,5.0,1.0,0.0,0.0,5.0]","[0.30000000000000004,0.9668606530876173,0.2857142857142857,0.5,0.3913043478260869,0.559322033898305,0.5,0.8333333333333333,0.006493506493506494,0.0,0.0,0.06756756756756757]","[0.0,0.0,10.0,1.0]","[0.0,0.0,10.0,1.0,12.0,5981.0,7.0,1.0,9.0,33.0,1.0,5.0,1.0,0.0,0.0]","[0.0,0.0,0.09090909090909091,0.5,0.30000000000000004,0.9668606530876173,0.2857142857142857,0.5,0.3913043478260869,0.559322033898305,0.5,0.8333333333333333,0.006493506493506494,0.0,0.0]"
Saturday,finch station,MUIR,6,12,S,YU,5981,7,1,9,35,1,5.0,4.0,0.0,0.0,5.0,"[0, 0, 10, 1]","[12.0,5981.0,7.0,1.0,9.0,35.0,1.0,5.0,4.0,0.0,0.0,5.0]","[0.30000000000000004,0.9668606530876173,0.2857142857142857,0.5,0.3913043478260869,0.5932203389830508,0.5,0.8333333333333333,0.025974025974025976,0.0,0.0,0.06756756756756757]","[0.0,0.0,10.0,1.0]","[0.0,0.0,10.0,1.0,12.0,5981.0,7.0,1.0,9.0,35.0,1.0,5.0,4.0,0.0,0.0]","[0.0,0.0,0.09090909090909091,0.5,0.30000000000000004,0.9668606530876173,0.2857142857142857,0.5,0.3913043478260869,0.5932203389830508,0.5,0.8333333333333333,0.025974025974025976,0.0,0.0]"
Saturday,sheppard west station,MUATC,4,8,S,YU,5926,7,1,15,58,1,5.0,6.0,0.0,0.0,20.0,"[0, 9, 3, 1]","[8.0,5926.0,7.0,1.0,15.0,58.0,1.0,5.0,6.0,0.0,0.0,20.0]","[0.2,0.9579696087940511,0.2857142857142857,0.5,0.6521739130434783,0.9830508474576272,0.5,0.8333333333333333,0.03896103896103896,0.0,0.0,0.2702702702702703]","[0.0,9.0,3.0,1.0]","[0.0,9.0,3.0,1.0,8.0,5926.0,7.0,1.0,15.0,58.0,1.0,5.0,6.0,0.0,0.0]","[0.0,0.10975609756097561,0.0,0.5,0.2,0.9579696087940511,0.2857142857142857,0.5,0.6521739130434783,0.9830508474576272,0.5,0.8333333333333333,0.03896103896103896,0.0,0.0]"
Saturday,spadina station,SUUT,12,16,E,BD,5103,7,1,16,39,1,5.0,5.0,3.0,1.0,8.0,"[0, 0, 19, 1]","[16.0,5103.0,7.0,1.0,16.0,39.0,1.0,5.0,5.0,3.0,1.0,8.0]","[0.4,0.8249272550921436,0.2857142857142857,0.5,0.6956521739130435,0.6610169491525424,0.5,0.8333333333333333,0.03246753246753247,0.75,0.3333333333333333,0.10810810810810811]","[0.0,0.0,19.0,1.0]","[0.0,0.0,19.0,1.0,16.0,5103.0,7.0,1.0,16.0,39.0,1.0,5.0,5.0,3.0,1.0]","[0.0,0.0,0.2077922077922078,0.5,0.4,0.8249272550921436,0.2857142857142857,0.5,0.6956521739130435,0.6610169491525424,0.5,0.8333333333333333,0.03246753246753247,0.75,0.3333333333333333]"
Saturday,college station,PUOPO,5,9,S,YU,5861,7,1,17,6,1,5.0,2.0,0.0,0.0,15.0,"[0, 0, 25, 1]","[9.0,5861.0,7.0,1.0,17.0,6.0,1.0,5.0,2.0,0.0,0.0,15.0]","[0.225,0.9474620109925639,0.2857142857142857,0.5,0.7391304347826086,0.1016949152542373,0.5,0.8333333333333333,0.012987012987012988,0.0,0.0,0.20270270270270271]","[0.0,0.0,25.0,1.0]","[0.0,0.0,25.0,1.0,9.0,5861.0,7.0,1.0,17.0,6.0,1.0,5.0,2.0,0.0,0.0]","[0.0,0.0,0.28571428571428575,0.5,0.225,0.9474620109925639,0.2857142857142857,0.5,0.7391304347826086,0.1016949152542373,0.5,0.8333333333333333,0.012987012987012988,0.0,0.0]"
Saturday,college station,PUOPO,4,8,N,YU,6136,7,1,17,9,1,5.0,2.0,1.0,0.0,15.0,"[0, 0, 25, 1]","[8.0,6136.0,7.0,1.0,17.0,9.0,1.0,5.0,2.0,1.0,0.0,15.0]","[0.2,0.9919172324603945,0.2857142857142857,0.5,0.7391304347826086,0.15254237288135594,0.5,0.8333333333333333,0.012987012987012988,0.25,0.0,0.20270270270270271]","[0.0,0.0,25.0,1.0]","[0.0,0.0,25.0,1.0,8.0,6136.0,7.0,1.0,17.0,9.0,1.0,5.0,2.0,1.0,0.0]","[0.0,0.0,0.28571428571428575,0.5,0.2,0.9919172324603945,0.2857142857142857,0.5,0.7391304347826086,0.15254237288135594,0.5,0.8333333333333333,0.012987012987012988,0.25,0.0]"
Saturday,bloor yonge station,MUI,19,23,N,YU,5561,7,1,17,42,1,5.0,8.0,1.0,0.0,0.0,"[0, 5, 4, 1]","[23.0,5561.0,7.0,1.0,17.0,42.0,1.0,5.0,8.0,1.0,0.0,0.0]","[0.5750000000000001,0.8989654057549306,0.2857142857142857,0.5,0.7391304347826086,0.711864406779661,0.5,0.8333333333333333,0.05194805194805195,0.25,0.0,0.0]","[0.0,5.0,4.0,1.0]","[0.0,5.0,4.0,1.0,23.0,5561.0,7.0,1.0,17.0,42.0,1.0,5.0,8.0,1.0,0.0]","[0.0,0.06097560975609756,0.012987012987012988,0.5,0.5750000000000001,0.8989654057549306,0.2857142857142857,0.5,0.7391304347826086,0.711864406779661,0.5,0.8333333333333333,0.05194805194805195,0.25,0.0]"
Saturday,college station,SUO,19,24,S,YU,5601,7,1,19,31,1,5.0,3.0,0.0,0.0,15.0,"[0, 0, 25, 1]","[24.0,5601.0,7.0,1.0,19.0,31.0,1.0,5.0,3.0,0.0,0.0,15.0]","[0.6000000000000001,0.905431619786615,0.2857142857142857,0.5,0.8260869565217391,0.5254237288135594,0.5,0.8333333333333333,0.01948051948051948,0.0,0.0,0.20270270270270271]","[0.0,0.0,25.0,1.0]","[0.0,0.0,25.0,1.0,24.0,5601.0,7.0,1.0,19.0,31.0,1.0,5.0,3.0,0.0,0.0]","[0.0,0.0,0.28571428571428575,0.5,0.6000000000000001,0.905431619786615,0.2857142857142857,0.5,0.8260869565217391,0.5254237288135594,0.5,0.8333333333333333,0.01948051948051948,0.0,0.0]"
Saturday,vaughan mc station,TUO,6,11,N,YU,5381,7,1,19,56,1,5.0,9.0,1.0,0.0,10.0,"[0, 20, 21, 1]","[11.0,5381.0,7.0,1.0,19.0,56.0,1.0,5.0,9.0,1.0,0.0,10.0]","[0.275,0.8698674426123505,0.2857142857142857,0.5,0.8260869565217391,0.9491525423728814,0.5,0.8333333333333333,0.05844155844155845,0.25,0.0,0.13513513513513514]","[0.0,20.0,21.0,1.0]","[0.0,20.0,21.0,1.0,11.0,5381.0,7.0,1.0,19.0,56.0,1.0,5.0,9.0,1.0,0.0]","[0.0,0.24390243902439024,0.2337662337662338,0.5,0.275,0.8698674426123505,0.2857142857142857,0.5,0.8260869565217391,0.9491525423728814,0.5,0.8333333333333333,0.05844155844155845,0.25,0.0]"
Saturday,st patrick station,SUO,22,27,S,YU,5776,7,1,20,12,1,5.0,3.0,0.0,0.0,43.0,"[0, 2, 48, 1]","[27.0,5776.0,7.0,1.0,20.0,12.0,1.0,5.0,3.0,0.0,0.0,43.0]","[0.675,0.9337213061752344,0.2857142857142857,0.5,0.8695652173913043,0.2033898305084746,0.5,0.8333333333333333,0.01948051948051948,0.0,0.0,0.5810810810810811]","[0.0,2.0,48.0,1.0]","[0.0,2.0,48.0,1.0,27.0,5776.0,7.0,1.0,20.0,12.0,1.0,5.0,3.0,0.0,0.0]","[0.0,0.024390243902439025,0.5844155844155845,0.5,0.675,0.9337213061752344,0.2857142857142857,0.5,0.8695652173913043,0.2033898305084746,0.5,0.8333333333333333,0.01948051948051948,0.0,0.0]"
Saturday,union station,MUIR,6,11,N,YU,5721,7,1,20,45,1,5.0,4.0,1.0,0.0,12.0,"[0, 0, 23, 1]","[11.0,5721.0,7.0,1.0,20.0,45.0,1.0,5.0,4.0,1.0,0.0,12.0]","[0.275,0.9248302618816684,0.2857142857142857,0.5,0.8695652173913043,0.7627118644067796,0.5,0.8333333333333333,0.025974025974025976,0.25,0.0,0.16216216216216217]","[0.0,0.0,23.0,1.0]","[0.0,0.0,23.0,1.0,11.0,5721.0,7.0,1.0,20.0,45.0,1.0,5.0,4.0,1.0,0.0]","[0.0,0.0,0.25974025974025977,0.5,0.275,0.9248302618816684,0.2857142857142857,0.5,0.8695652173913043,0.7627118644067796,0.5,0.8333333333333333,0.025974025974025976,0.25,0.0]"
Saturday,don mills station,MUSC,5,10,W,SHP,6141,7,1,20,0,1,5.0,42.0,2.0,3.0,44.0,"[0, 49, 18, 1]","[10.0,6141.0,7.0,1.0,20.0,0.0,1.0,5.0,42.0,2.0,3.0,44.0]","[0.25,0.9927255092143551,0.2857142857142857,0.5,0.8695652173913043,0.0,0.5,0.8333333333333333,0.27272727272727276,0.5,1.0,0.5945945945945946]","[0.0,49.0,18.0,1.0]","[0.0,49.0,18.0,1.0,10.0,6141.0,7.0,1.0,20.0,0.0,1.0,5.0,42.0,2.0,3.0]","[0.0,0.5975609756097561,0.19480519480519481,0.5,0.25,0.9927255092143551,0.2857142857142857,0.5,0.8695652173913043,0.0,0.5,0.8333333333333333,0.27272727272727276,0.5,1.0]"
Sunday,keele station,SUG,5,10,W,BD,5279,8,1,8,5,1,6.0,19.0,2.0,1.0,13.0,"[0, 0, 24, 1]","[10.0,5279.0,8.0,1.0,8.0,5.0,1.0,6.0,19.0,2.0,1.0,13.0]","[0.25,0.8533785968315551,0.3333333333333333,0.5,0.34782608695652173,0.0847457627118644,0.5,1.0,0.12337662337662339,0.5,0.3333333333333333,0.17567567567567569]","[0.0,0.0,24.0,1.0]","[0.0,0.0,24.0,1.0,10.0,5279.0,8.0,1.0,8.0,5.0,1.0,6.0,19.0,2.0,1.0]","[0.0,0.0,0.27272727272727276,0.5,0.25,0.8533785968315551,0.3333333333333333,0.5,0.34782608695652173,0.0847457627118644,0.5,1.0,0.12337662337662339,0.5,0.3333333333333333]"
Sunday,jane station,SUO,9,14,E,BD,5062,8,1,8,18,1,6.0,3.0,3.0,1.0,66.0,"[0, 0, 73, 1]","[14.0,5062.0,8.0,1.0,8.0,18.0,1.0,6.0,3.0,3.0,1.0,66.0]","[0.35000000000000003,0.8182993857096671,0.3333333333333333,0.5,0.34782608695652173,0.3050847457627119,0.5,1.0,0.01948051948051948,0.75,0.3333333333333333,0.8918918918918919]","[0.0,0.0,73.0,1.0]","[0.0,0.0,73.0,1.0,14.0,5062.0,8.0,1.0,8.0,18.0,1.0,6.0,3.0,3.0,1.0]","[0.0,0.0,0.9090909090909092,0.5,0.35000000000000003,0.8182993857096671,0.3333333333333333,0.5,0.34782608695652173,0.3050847457627119,0.5,1.0,0.01948051948051948,0.75,0.3333333333333333]"
Sunday,finch station,MUATC,6,12,S,YU,5721,8,1,8,44,1,6.0,6.0,0.0,0.0,5.0,"[0, 0, 10, 1]","[12.0,5721.0,8.0,1.0,8.0,44.0,1.0,6.0,6.0,0.0,0.0,5.0]","[0.30000000000000004,0.9248302618816684,0.3333333333333333,0.5,0.34782608695652173,0.7457627118644068,0.5,1.0,0.03896103896103896,0.0,0.0,0.06756756756756757]","[0.0,0.0,10.0,1.0]","[0.0,0.0,10.0,1.0,12.0,5721.0,8.0,1.0,8.0,44.0,1.0,6.0,6.0,0.0,0.0]","[0.0,0.0,0.09090909090909091,0.5,0.30000000000000004,0.9248302618816684,0.3333333333333333,0.5,0.34782608695652173,0.7457627118644068,0.5,1.0,0.03896103896103896,0.0,0.0]"
Sunday,kipling station,SUUT,11,15,W,BD,5035,8,1,10,11,1,6.0,5.0,2.0,1.0,2.0,"[0, 0, 12, 1]","[15.0,5035.0,8.0,1.0,10.0,11.0,1.0,6.0,5.0,2.0,1.0,2.0]","[0.375,0.81393469123828,0.3333333333333333,0.5,0.43478260869565216,0.1864406779661017,0.5,1.0,0.03246753246753247,0.5,0.3333333333333333,0.02702702702702703]","[0.0,0.0,12.0,1.0]","[0.0,0.0,12.0,1.0,15.0,5035.0,8.0,1.0,10.0,11.0,1.0,6.0,5.0,2.0,1.0]","[0.0,0.0,0.1168831168831169,0.5,0.375,0.81393469123828,0.3333333333333333,0.5,0.43478260869565216,0.1864406779661017,0.5,1.0,0.03246753246753247,0.5,0.3333333333333333]"
Sunday,eglinton station,EUNT,4,8,N,YU,5741,8,1,10,23,1,6.0,16.0,1.0,0.0,3.0,"[0, 0, 7, 1]","[8.0,5741.0,8.0,1.0,10.0,23.0,1.0,6.0,16.0,1.0,0.0,3.0]","[0.2,0.9280633688975106,0.3333333333333333,0.5,0.43478260869565216,0.3898305084745763,0.5,1.0,0.1038961038961039,0.25,0.0,0.04054054054054054]","[0.0,0.0,7.0,1.0]","[0.0,0.0,7.0,1.0,8.0,5741.0,8.0,1.0,10.0,23.0,1.0,6.0,16.0,1.0,0.0]","[0.0,0.0,0.05194805194805195,0.5,0.2,0.9280633688975106,0.3333333333333333,0.5,0.43478260869565216,0.3898305084745763,0.5,1.0,0.1038961038961039,0.25,0.0]"
Sunday,spadina station,SUDP,5,9,N,YU,5396,8,1,10,29,1,6.0,0.0,1.0,0.0,8.0,"[0, 0, 19, 1]","[9.0,5396.0,8.0,1.0,10.0,29.0,1.0,6.0,0.0,1.0,0.0,8.0]","[0.225,0.8722922728742322,0.3333333333333333,0.5,0.43478260869565216,0.4915254237288136,0.5,1.0,0.0,0.25,0.0,0.10810810810810811]","[0.0,0.0,19.0,1.0]","[0.0,0.0,19.0,1.0,9.0,5396.0,8.0,1.0,10.0,29.0,1.0,6.0,0.0,1.0,0.0]","[0.0,0.0,0.2077922077922078,0.5,0.225,0.8722922728742322,0.3333333333333333,0.5,0.43478260869565216,0.4915254237288136,0.5,1.0,0.0,0.25,0.0]"
Sunday,pioneer village  station,MUI,5,9,N,YU,5546,8,1,11,35,1,6.0,8.0,1.0,0.0,64.0,"[0, 70, 71, 1]","[9.0,5546.0,8.0,1.0,11.0,35.0,1.0,6.0,8.0,1.0,0.0,64.0]","[0.225,0.8965405754930489,0.3333333333333333,0.5,0.4782608695652174,0.5932203389830508,0.5,1.0,0.05194805194805195,0.25,0.0,0.8648648648648649]","[0.0,70.0,71.0,1.0]","[0.0,70.0,71.0,1.0,9.0,5546.0,8.0,1.0,11.0,35.0,1.0,6.0,8.0,1.0,0.0]","[0.0,0.8536585365853658,0.8831168831168832,0.5,0.225,0.8965405754930489,0.3333333333333333,0.5,0.4782608695652174,0.5932203389830508,0.5,1.0,0.05194805194805195,0.25,0.0]"
Sunday,dundas station,EUVA,4,8,S,YU,5396,8,1,12,59,1,6.0,72.0,0.0,0.0,9.0,"[0, 0, 16, 1]","[8.0,5396.0,8.0,1.0,12.0,59.0,1.0,6.0,72.0,0.0,0.0,9.0]","[0.2,0.8722922728742322,0.3333333333333333,0.5,0.5217391304347826,1.0,0.5,1.0,0.4675324675324676,0.0,0.0,0.12162162162162163]","[0.0,0.0,16.0,1.0]","[0.0,0.0,16.0,1.0,8.0,5396.0,8.0,1.0,12.0,59.0,1.0,6.0,72.0,0.0,0.0]","[0.0,0.0,0.16883116883116883,0.5,0.2,0.8722922728742322,0.3333333333333333,0.5,0.5217391304347826,1.0,0.5,1.0,0.4675324675324676,0.0,0.0]"
Sunday,st clair station,MUIR,13,17,N,YU,5736,8,1,13,13,1,6.0,4.0,1.0,0.0,14.0,"[0, 2, 14, 1]","[17.0,5736.0,8.0,1.0,13.0,13.0,1.0,6.0,4.0,1.0,0.0,14.0]","[0.42500000000000004,0.9272550921435501,0.3333333333333333,0.5,0.5652173913043478,0.22033898305084745,0.5,1.0,0.025974025974025976,0.25,0.0,0.1891891891891892]","[0.0,2.0,14.0,1.0]","[0.0,2.0,14.0,1.0,17.0,5736.0,8.0,1.0,13.0,13.0,1.0,6.0,4.0,1.0,0.0]","[0.0,0.024390243902439025,0.14285714285714288,0.5,0.42500000000000004,0.9272550921435501,0.3333333333333333,0.5,0.5652173913043478,0.22033898305084745,0.5,1.0,0.025974025974025976,0.25,0.0]"
Sunday,wilson station,MUI,8,12,S,YU,5626,8,1,13,25,1,6.0,8.0,0.0,0.0,6.0,"[0, 0, 17, 1]","[12.0,5626.0,8.0,1.0,13.0,25.0,1.0,6.0,8.0,0.0,0.0,6.0]","[0.30000000000000004,0.9094730035564178,0.3333333333333333,0.5,0.5652173913043478,0.423728813559322,0.5,1.0,0.05194805194805195,0.0,0.0,0.08108108108108109]","[0.0,0.0,17.0,1.0]","[0.0,0.0,17.0,1.0,12.0,5626.0,8.0,1.0,13.0,25.0,1.0,6.0,8.0,0.0,0.0]","[0.0,0.0,0.18181818181818182,0.5,0.30000000000000004,0.9094730035564178,0.3333333333333333,0.5,0.5652173913043478,0.423728813559322,0.5,1.0,0.05194805194805195,0.0,0.0]"
Sunday,kipling station,EUBO,4,8,E,BD,5163,8,1,14,3,1,6.0,36.0,3.0,1.0,2.0,"[0, 0, 12, 1]","[8.0,5163.0,8.0,1.0,14.0,3.0,1.0,6.0,36.0,3.0,1.0,2.0]","[0.2,0.8346265761396703,0.3333333333333333,0.5,0.6086956521739131,0.05084745762711865,0.5,1.0,0.2337662337662338,0.75,0.3333333333333333,0.02702702702702703]","[0.0,0.0,12.0,1.0]","[0.0,0.0,12.0,1.0,8.0,5163.0,8.0,1.0,14.0,3.0,1.0,6.0,36.0,3.0,1.0]","[0.0,0.0,0.1168831168831169,0.5,0.2,0.8346265761396703,0.3333333333333333,0.5,0.6086956521739131,0.05084745762711865,0.5,1.0,0.2337662337662338,0.75,0.3333333333333333]"
Sunday,bathurst station,SUO,17,21,W,BD,5042,8,1,16,29,1,6.0,3.0,2.0,1.0,46.0,"[0, 0, 51, 1]","[21.0,5042.0,8.0,1.0,16.0,29.0,1.0,6.0,3.0,2.0,1.0,46.0]","[0.525,0.8150662786938249,0.3333333333333333,0.5,0.6956521739130435,0.4915254237288136,0.5,1.0,0.01948051948051948,0.5,0.3333333333333333,0.6216216216216217]","[0.0,0.0,51.0,1.0]","[0.0,0.0,51.0,1.0,21.0,5042.0,8.0,1.0,16.0,29.0,1.0,6.0,3.0,2.0,1.0]","[0.0,0.0,0.6233766233766234,0.5,0.525,0.8150662786938249,0.3333333333333333,0.5,0.6956521739130435,0.4915254237288136,0.5,1.0,0.01948051948051948,0.5,0.3333333333333333]"
Sunday,sheppard west station,PUOPO,4,8,S,YU,5711,8,1,17,29,1,6.0,2.0,0.0,0.0,20.0,"[0, 9, 3, 1]","[8.0,5711.0,8.0,1.0,17.0,29.0,1.0,6.0,2.0,0.0,0.0,20.0]","[0.2,0.9232137083737473,0.3333333333333333,0.5,0.7391304347826086,0.4915254237288136,0.5,1.0,0.012987012987012988,0.0,0.0,0.2702702702702703]","[0.0,9.0,3.0,1.0]","[0.0,9.0,3.0,1.0,8.0,5711.0,8.0,1.0,17.0,29.0,1.0,6.0,2.0,0.0,0.0]","[0.0,0.10975609756097561,0.0,0.5,0.2,0.9232137083737473,0.3333333333333333,0.5,0.7391304347826086,0.4915254237288136,0.5,1.0,0.012987012987012988,0.0,0.0]"
Sunday,sherbourne station,MUI,19,24,W,BD,5079,8,1,17,40,1,6.0,8.0,2.0,1.0,58.0,"[0, 0, 65, 1]","[24.0,5079.0,8.0,1.0,17.0,40.0,1.0,6.0,8.0,2.0,1.0,58.0]","[0.6000000000000001,0.821047526673133,0.3333333333333333,0.5,0.7391304347826086,0.6779661016949152,0.5,1.0,0.05194805194805195,0.5,0.3333333333333333,0.7837837837837838]","[0.0,0.0,65.0,1.0]","[0.0,0.0,65.0,1.0,24.0,5079.0,8.0,1.0,17.0,40.0,1.0,6.0,8.0,2.0,1.0]","[0.0,0.0,0.8051948051948052,0.5,0.6000000000000001,0.821047526673133,0.3333333333333333,0.5,0.7391304347826086,0.6779661016949152,0.5,1.0,0.05194805194805195,0.5,0.3333333333333333]"
Sunday,christie station,TUMVS,10,14,E,BD,5157,8,1,18,31,1,6.0,18.0,3.0,1.0,53.0,"[0, 0, 60, 1]","[14.0,5157.0,8.0,1.0,18.0,31.0,1.0,6.0,18.0,3.0,1.0,53.0]","[0.35000000000000003,0.8336566440349176,0.3333333333333333,0.5,0.7826086956521738,0.5254237288135594,0.5,1.0,0.1168831168831169,0.75,0.3333333333333333,0.7162162162162162]","[0.0,0.0,60.0,1.0]","[0.0,0.0,60.0,1.0,14.0,5157.0,8.0,1.0,18.0,31.0,1.0,6.0,18.0,3.0,1.0]","[0.0,0.0,0.7402597402597403,0.5,0.35000000000000003,0.8336566440349176,0.3333333333333333,0.5,0.7826086956521738,0.5254237288135594,0.5,1.0,0.1168831168831169,0.75,0.3333333333333333]"
Sunday,st patrick station,MUIR,11,17,N,YU,5811,8,1,21,15,1,6.0,4.0,1.0,0.0,43.0,"[0, 2, 48, 1]","[17.0,5811.0,8.0,1.0,21.0,15.0,1.0,6.0,4.0,1.0,0.0,43.0]","[0.42500000000000004,0.9393792434529583,0.3333333333333333,0.5,0.9130434782608695,0.2542372881355932,0.5,1.0,0.025974025974025976,0.25,0.0,0.5810810810810811]","[0.0,2.0,48.0,1.0]","[0.0,2.0,48.0,1.0,17.0,5811.0,8.0,1.0,21.0,15.0,1.0,6.0,4.0,1.0,0.0]","[0.0,0.024390243902439025,0.5844155844155845,0.5,0.42500000000000004,0.9393792434529583,0.3333333333333333,0.5,0.9130434782608695,0.2542372881355932,0.5,1.0,0.025974025974025976,0.25,0.0]"
Sunday,coxwell station,MUPAA,3,9,E,BD,5046,8,1,22,55,1,6.0,1.0,3.0,1.0,21.0,"[0, 0, 28, 1]","[9.0,5046.0,8.0,1.0,22.0,55.0,1.0,6.0,1.0,3.0,1.0,21.0]","[0.225,0.8157129000969933,0.3333333333333333,0.5,0.9565217391304348,0.9322033898305084,0.5,1.0,0.006493506493506494,0.75,0.3333333333333333,0.28378378378378377]","[0.0,0.0,28.0,1.0]","[0.0,0.0,28.0,1.0,9.0,5046.0,8.0,1.0,22.0,55.0,1.0,6.0,1.0,3.0,1.0]","[0.0,0.0,0.3246753246753247,0.5,0.225,0.8157129000969933,0.3333333333333333,0.5,0.9565217391304348,0.9322033898305084,0.5,1.0,0.006493506493506494,0.75,0.3333333333333333]"
Sunday,queens park station,SUDP,5,11,N,YU,6106,8,1,1,50,1,6.0,0.0,1.0,0.0,52.0,"[0, 58, 11, 1]","[11.0,6106.0,8.0,1.0,1.0,50.0,1.0,6.0,0.0,1.0,0.0,52.0]","[0.275,0.9870675719366312,0.3333333333333333,0.5,0.043478260869565216,0.847457627118644,0.5,1.0,0.0,0.25,0.0,0.7027027027027027]","[0.0,58.0,11.0,1.0]","[0.0,58.0,11.0,1.0,11.0,6106.0,8.0,1.0,1.0,50.0,1.0,6.0,0.0,1.0,0.0]","[0.0,0.7073170731707318,0.1038961038961039,0.5,0.275,0.9870675719366312,0.3333333333333333,0.5,0.043478260869565216,0.847457627118644,0.5,1.0,0.0,0.25,0.0]"
